time,State_Inputs,State_Capacity,Administrative_Complexity,Systemic_Burden,State_Integrity
110.89,0.06278074438078547,0.16848601294316898,0.8835891425403504,2.937048772136581,-7.61978648415669e-10
110.9,0.06276583315902645,0.1684208072981764,0.8833802008276176,2.936912532789126,-7.61978648415669e-10
110.91,0.06275092595228952,0.16835563604593817,0.8831713129525784,2.9367762329088545,-7.61978648415669e-10
110.92,0.06273602275930772,0.16829049916720393,0.8829624789093871,2.936639872538404,-7.61978648415669e-10
110.93,0.06272112357881458,0.16822539664273295,0.8827536986921893,2.9365034517203945,-7.61978648415669e-10
110.94,0.06270622840954414,0.16816032845329376,0.8825449722951215,2.9363669704974256,-7.61978648415669e-10
110.95,0.06269133725023077,0.16809529457966402,0.8823362997123098,2.9362304289120766,-7.61978648415669e-10
110.96000000000001,0.06267645009960934,0.16803029500263086,0.8821276809378715,2.9360938270069075,-7.61978648415669e-10
110.97,0.06266156695641521,0.16796532970299083,0.8819191159659151,2.9359571648244596,-7.61978648415669e-10
110.98,0.06264668781938407,0.16790039866154943,0.8817106047905385,2.9358204424072536,-7.61978648415669e-10
110.99000000000001,0.06263181268725215,0.1678355018591218,0.8815021474058311,2.9356836597977907,-7.61978648415669e-10
111.0,0.06261694155875613,0.1677706392765323,0.8812937438058733,2.9355468170385537,-7.61978648415669e-10
111.01,0.06260207443263303,0.16770581089461434,0.881085393984735,2.935409914172004,-7.61978648415669e-10
111.02,0.06258721130762043,0.16764101669421105,0.880877097936478,2.935272951240584,-7.61978648415669e-10
111.03,0.06257235218245627,0.16757625665617437,0.8806688556551538,2.9351359282867175,-7.61978648415669e-10
111.04,0.06255749705587897,0.16751153076136588,0.8804606671348055,2.9349988453528084,-7.61978648415669e-10
111.05,0.06254264592662744,0.1674468389906564,0.8802525323694668,2.93486170248124,-7.61978648415669e-10
111.06,0.0625277987934409,0.16738218132492577,0.8800444513531613,2.934724499714377,-7.61978648415669e-10
111.07000000000001,0.06251295565505915,0.16731755774506338,0.8798364240799044,2.934587237094565,-7.61978648415669e-10
111.08,0.062498116510222385,0.16725296823196786,0.879628450543702,2.9344499146641287,-7.61978648415669e-10
111.09,0.062483281357671186,0.16718841276654686,0.87942053073855,2.934312532465374,-7.61978648415669e-10
111.10000000000001,0.06246845019614665,0.16712389132971756,0.8792126646584363,2.9341750905405872,-7.61978648415669e-10
111.11,0.062453623024390316,0.1670594039024064,0.8790048522973392,2.934037588932036,-7.61978648415669e-10
111.12,0.062438799841144095,0.16699495046554877,0.878797093649227,2.933900027681967,-7.61978648415669e-10
111.13,0.06242398064515043,0.16693053100008975,0.8785893887080601,2.9337624068326082,-7.61978648415669e-10
111.14,0.062409165435152104,0.1668661454869832,0.8783817374677888,2.933624726426168,-7.61978648415669e-10
111.15,0.06239435420989243,0.1668017939071926,0.8781741399223547,2.9334869865048354,-7.61978648415669e-10
111.16,0.06237954696811515,0.1667374762416906,0.8779665960656906,2.9333491871107795,-7.61978648415669e-10
111.17,0.06236474370856438,0.16667319247145887,0.8777591058917191,2.9332113282861507,-7.61978648415669e-10
111.18,0.06234994442998475,0.1666089425774885,0.8775516693943547,2.933073410073079,-7.61978648415669e-10
111.19,0.062335149131121315,0.1665447265407799,0.8773442865675027,2.932935432513675,-7.61978648415669e-10
111.2,0.062320357810719526,0.16648054434234238,0.8771369574050587,2.9327973956500313,-7.61978648415669e-10
111.21000000000001,0.06230557046752532,0.1664163959631948,0.8769296819009099,2.9326592995242193,-7.61978648415669e-10
111.22,0.0622907871002851,0.16635228138436517,0.8767224600489343,2.932521144178292,-7.61978648415669e-10
111.23,0.06227600770774562,0.16628820058689045,0.8765152918430003,2.932382929654282,-7.61978648415669e-10
111.24000000000001,0.06226123228865415,0.16622415355181716,0.8763081772769679,2.9322446559942033,-7.61978648415669e-10
111.25,0.06224646084175839,0.16616014026020096,0.8761011163446881,2.9321063232400504,-7.61978648415669e-10
111.26,0.06223169336580643,0.16609616069310643,0.8758941090400024,2.9319679314337983,-7.61978648415669e-10
